"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042110","T cell activation",270,-0.29493178834202,-1.50467205500346,0.000362954861787288,0.0139405226738964,0.0124216610138994,728,"tags=21%, list=13%, signal=19%","5290/6647/7133/55636/3122/10524/30009/5295/1499/6775/27086/114548/3958/25/3119/84766/1540/4818/114836/6602/84433/4976/7001/8451/678/3662/3117/399/57705/960/22806/28639/10892/919/23149/197358/868/6095/3932/3707/9840/2309/3956/7535/10125/25853/6935/3702/914/64919/28638/3481/6932/51176/28755/916/3575"
"GO:1903706","regulation of hemopoiesis",212,-0.317549778685643,-1.56278321613879,0.000405735617938163,0.0152628192747915,0.0135998894433762,937,"tags=26%, list=17%, signal=23%","1050/5591/5771/5530/6598/8367/3297/4609/51621/1385/54997/6647/3122/10524/64783/3398/2551/30009/123169/5295/1499/27086/114548/25/3276/1540/6602/84433/4976/7001/2113/8451/23522/678/3662/399/22806/10892/23774/10193/3707/9840/2309/3956/7535/116151/10125/6935/914/115352/25793/57095/399665/6932/51176/3575"
"GO:0006935","chemotaxis",138,0.397949972361331,1.65859564943397,0.000420310000186952,0.0154182927166344,0.0137384235885022,1244,"tags=36%, list=23%, signal=29%","6279/6280/6283/11240/116173/3690/3315/5154/196527/351/2207/64805/83700/23765/1890/1845/90550/2357/26585/1432/5291/5196/6809/6352/10059/3579/5197/57175/10507/5795/23396/5747/5580/7057/7040/5641/1843/199/284/1436/2241/2242/5588/4363/51411/2549/4067/6480/1398/3148"
"GO:0042330","taxis",138,0.397949972361331,1.65859564943397,0.000420310000186952,0.0154182927166344,0.0137384235885022,1244,"tags=36%, list=23%, signal=29%","6279/6280/6283/11240/116173/3690/3315/5154/196527/351/2207/64805/83700/23765/1890/1845/90550/2357/26585/1432/5291/5196/6809/6352/10059/3579/5197/57175/10507/5795/23396/5747/5580/7057/7040/5641/1843/199/284/1436/2241/2242/5588/4363/51411/2549/4067/6480/1398/3148"
"GO:0002252","immune effector process",284,0.33991491158011,1.5499850942137,0.000421923569258956,0.0154182927166344,0.0137384235885022,967,"tags=27%, list=18%, signal=23%","710/2215/713/306/712/6280/4353/8291/9021/6398/26253/1191/57823/6714/653361/3430/3105/1439/3106/9111/2219/2821/24145/8832/3133/3572/22904/351/2212/2207/2214/3107/11118/10383/11213/3554/91543/3916/6774/10875/602/3098/5663/3684/84174/3500/64581/7292/8773/3665/2624/5747/55207/3718/5580/7099/51043/51465/9948/57142/7040/7494/10666/7525/3984/567/127544/4179/4292/3514/7305/54542/200558/55601/8673/604"
"GO:0140888","interferon-mediated signaling pathway",58,0.507833555121123,1.81317072967281,0.00043255699396622,0.0156577470363055,0.0139517886435182,587,"tags=29%, list=11%, signal=26%","10410/6772/3429/83666/9636/3659/8519/6773/4938/3717/54502/4940/10581/4939/3459/84166/3665"
"GO:0001816","cytokine production",333,0.334255991014129,1.54191726998771,0.000443001832615746,0.0157388706643205,0.0140240736095121,839,"tags=26%, list=15%, signal=24%","4317/115362/2633/6772/10855/10622/6398/10554/26253/9447/1191/6714/114769/84632/9636/3105/5552/3315/54739/2146/3659/3106/9111/58484/2219/55122/100133941/24145/8832/3133/3572/351/2212/2207/2214/11118/4938/23765/5371/3717/54502/10644/11213/3554/91543/1432/6774/602/4940/3098/2149/5663/11119/836/5196/4939/120892/11315/64581/7292/3459/27020/3665/79792/5795/7096/2597/1992/150372/3718/7099/51043/51465/468/57142/834/6737/4860/7057/7040/7494/10666/3428/5045/567/4179/5610"
"GO:0001817","regulation of cytokine production",333,0.334255991014129,1.54191726998771,0.000443001832615746,0.0157388706643205,0.0140240736095121,839,"tags=26%, list=15%, signal=24%","4317/115362/2633/6772/10855/10622/6398/10554/26253/9447/1191/6714/114769/84632/9636/3105/5552/3315/54739/2146/3659/3106/9111/58484/2219/55122/100133941/24145/8832/3133/3572/351/2212/2207/2214/11118/4938/23765/5371/3717/54502/10644/11213/3554/91543/1432/6774/602/4940/3098/2149/5663/11119/836/5196/4939/120892/11315/64581/7292/3459/27020/3665/79792/5795/7096/2597/1992/150372/3718/7099/51043/51465/468/57142/834/6737/4860/7057/7040/7494/10666/3428/5045/567/4179/5610"
"GO:0031644","regulation of nervous system process",31,0.596910037757747,1.88252008689035,0.000472521351281008,0.0165027107715483,0.014704691051394,892,"tags=45%, list=16%, signal=38%","1742/10497/5575/56288/8898/351/1890/2149/120892/8530/85358/18/4898/23613"
"GO:0050790","regulation of catalytic activity",493,0.304942277839876,1.44410634178762,0.000473103514430626,0.0165027107715483,0.014704691051394,890,"tags=23%, list=16%, signal=21%","710/6279/6280/22974/8743/6283/7453/92154/9447/63967/6714/114769/5721/83666/1611/10653/3690/5359/5698/8555/3315/30851/2146/10899/58484/9928/100133941/1026/1293/1471/5154/5265/6272/351/2643/4938/3717/1845/11213/489/5592/26585/3688/151636/1432/6774/5920/4940/64114/5933/2149/10049/5663/5696/121512/444/3684/6786/120892/5899/11315/6352/23531/64581/10681/10550/84166/8754/10507/5139/115704/2778/8530/5795/5660/7052/2597/7035/5747/1992/5580/3434/9961/7099/6251/834/55803/6546/7057/26037/1509/60/5111/3428/9628/5045/64786/7332/3984/808/389/5641/3987/823/7107/8853/1843/4898/3091/6478/57186"
"GO:0019724","B cell mediated immunity",61,0.493774362019198,1.7814090985433,0.000493039003320826,0.0170431590607388,0.0151862558822764,1121,"tags=43%, list=21%, signal=34%","710/2215/713/712/1191/1439/3133/2212/2207/2214/602/84174/3500/7292/3665/5580/7040/10666/4179/4292/3514/200558/604/3493/7468/4615"
"GO:0046903","secretion",318,0.332476903213723,1.52509067377238,0.000508464344117451,0.017419443646238,0.0155215431362169,1221,"tags=30%, list=23%, signal=24%","107075310/6279/306/26509/2775/8291/8736/5321/25953/366/1950/29887/10497/7127/5046/10257/11031/8832/8676/7439/654/2214/3717/81579/8775/51714/128989/84446/5592/90550/91543/3916/79651/9341/2149/5663/3684/4939/120892/5899/11315/6809/6352/10059/8754/8773/2778/9885/79792/1374/2624/23396/7052/79772/10079/55207/7099/51043/134957/286/7040/7494/4218/18/56262/5045/5874/4253/3091/90139/51768/9230/4074/8673/706/5341/6386/4735/27230/8027/57589/2242/6934/5991/7421/65220/4067/1601/84106/26286/23011/153339/6688/10490"
"GO:0002274","myeloid leukocyte activation",107,0.429445944500198,1.71626841493842,0.000525810410255168,0.0178542880013193,0.0159090098976133,952,"tags=34%, list=18%, signal=28%","4317/306/712/8291/6283/1191/5321/3430/5359/9111/8832/22904/351/2207/2214/3717/5663/3684/120892/6352/3459/3579/8754/8773/8530/2624/7096/5580/7099/7057/7040/10666/7107/7305/199/8673"
"GO:0009101","glycoprotein biosynthetic process",66,0.481185982808079,1.75570931083661,0.000533942032553299,0.0179713647272545,0.0160133307639254,1495,"tags=59%, list=28%, signal=43%","2530/29940/9334/55501/4124/55858/23333/9445/4122/11282/2590/5663/5074/4249/100128731/83548/3718/9761/51465/10905/9917/80267/56886/55454/9528/51363/27230/55568/6934/2673/729920/6480/2683/1603/6185/3340/4245/338596/6184"
"GO:0045321","leukocyte activation",444,-0.260096851724326,-1.38727631851077,0.00057069885393692,0.0190414913265736,0.0169668638680743,728,"tags=20%, list=13%, signal=19%","5290/6647/7133/56941/55636/9258/3122/10524/3398/359948/9734/30009/5295/1499/6775/7163/5813/27086/114548/3958/25/23228/3119/84766/1540/10320/4818/3603/114836/6602/84433/11331/4976/7001/3615/64421/10397/8451/678/3662/3117/399/472/63925/57705/960/64784/23075/55024/3507/22806/28639/10892/919/22918/23149/6622/197358/868/202309/6095/3932/10193/196/3707/9840/3394/374403/2309/3956/7535/10125/25853/6935/3702/5079/914/64919/115352/933/28638/25793/29760/931/3481/6932/23495/51176/28755/916/3575"
"GO:0048525","negative regulation of viral process",66,0.480135775387053,1.75187740589074,0.000583445898886488,0.0192989820174781,0.017196300177707,993,"tags=35%, list=18%, signal=29%","10410/6772/9636/5359/2219/8519/4061/4938/91543/4940/10581/7706/4939/6352/200315/3434/6737/3428/147339/5610/6732/7342/8815"
"GO:0033081","regulation of T cell differentiation in thymus",11,-0.757482316341721,-1.94567867675271,0.000603573189106302,0.019782032961136,0.0176267212756045,118,"tags=55%, list=2%, signal=53%","5771/6647/9840/10125/6935/3575"
"GO:0030195","negative regulation of blood coagulation",15,0.7178379562309,1.88592428827897,0.000615439217438424,0.019782032961136,0.0176267212756045,750,"tags=53%, list=14%, signal=46%","710/5154/5592/5196/7035/239/5580/7057"
"GO:1900047","negative regulation of hemostasis",15,0.7178379562309,1.88592428827897,0.000615439217438424,0.019782032961136,0.0176267212756045,750,"tags=53%, list=14%, signal=46%","710/5154/5592/5196/7035/239/5580/7057"
"GO:0030183","B cell differentiation",76,-0.424988256627723,-1.76303797656514,0.000618671867431932,0.019782032961136,0.0176267212756045,931,"tags=37%, list=17%, signal=31%","5591/5771/7157/55619/596/6929/2874/3398/359948/9734/5295/7163/25/23228/1540/84433/64421/678/472/3507/22806/10892/3394/3956/5079/115352/29760/931"
"GO:0007267","cell-cell signaling",295,0.337274219664621,1.54423983472393,0.000633284145422025,0.0200819112891265,0.0178939269624249,982,"tags=26%, list=18%, signal=22%","6279/712/6280/26509/8743/2775/8291/4130/1742/5321/25953/10497/5575/2146/24145/10257/8898/5154/8676/7439/654/351/4061/2769/3717/7533/9465/8775/51714/6324/84446/90550/26585/3688/50488/2149/5663/2982/120892/11315/6809/6352/27020/1977/11337/8773/2778/4131/7791/9885/1374/23396/7052/79772/134957/468/23095/57142/85358/26037/4218/18/56262/5577/5641/3091/10211/23613/10135/7305/51768/9230/8673/1739/706/6386"
"GO:0052548","regulation of endopeptidase activity",95,0.430368430672371,1.67363212591256,0.000648136617033204,0.0203844278652164,0.0181634834523196,975,"tags=34%, list=18%, signal=28%","710/6279/6280/8743/9447/6714/114769/5721/1611/5698/58484/5265/489/6774/2149/10049/5696/444/64581/10550/2597/1992/834/7057/1509/3428/5045/5641/4898/6478/4217/27166"
"GO:0071621","granulocyte chemotaxis",49,0.522840288460621,1.8073658749318,0.000699332820503303,0.0218157726200908,0.0194388789130914,750,"tags=33%, list=14%, signal=28%","6279/6280/6283/2207/83700/23765/90550/5196/6352/10059/3579/5197/5795/23396/5747/7057"
"GO:0002694","regulation of leukocyte activation",259,-0.293529334510876,-1.48908180558032,0.000742502792962454,0.0229756711015882,0.0204724029842279,728,"tags=21%, list=13%, signal=19%","5290/6647/7133/56941/9258/3122/10524/3398/30009/1499/114548/3958/25/3119/1540/3603/6602/84433/4976/7001/678/3662/3117/399/472/63925/55024/22806/10892/23149/6622/868/6095/3932/10193/196/3707/9840/374403/2309/3956/7535/10125/6935/914/115352/933/25793/3481/6932/23495/51176/916/3575"
"GO:0060759","regulation of response to cytokine stimulus",86,0.4574481392211,1.77000777567538,0.000758314502395906,0.0231190981576743,0.0206002032333721,721,"tags=26%, list=13%, signal=23%","4317/11240/10554/114769/7444/83666/9636/837/100133941/8970/3572/6773/4938/54502/11213/3554/4940/6352/84166/3665/7099/834"
"GO:0016064","immunoglobulin mediated immune response",60,0.487825160477658,1.75067894206447,0.000759188524333325,0.0231190981576743,0.0206002032333721,1121,"tags=42%, list=21%, signal=33%","710/2215/713/712/1191/1439/3133/2212/2207/2214/602/3500/7292/3665/5580/7040/10666/4179/4292/3514/200558/604/3493/7468/4615"
"GO:0045621","positive regulation of lymphocyte differentiation",70,-0.417051541573406,-1.71606732854037,0.000772612948575201,0.0231662925773022,0.0206422556797601,1677,"tags=50%, list=31%, signal=35%","5914/6601/64332/8943/865/8289/2547/7048/64115/6597/864/6603/6599/3635/55274/57178/57492/55626/5591/6598/3122/10524/114548/1540/6602/4976/399/10892/3707/9840/2309/7535/10125/51176/3575"
"GO:0052547","regulation of peptidase activity",114,0.420645020501457,1.69955738553284,0.000772813513133875,0.0231662925773022,0.0206422556797601,888,"tags=32%, list=16%, signal=27%","710/6279/6280/8743/9447/6714/114769/5721/1611/10653/5698/58484/1293/1471/5265/351/489/6774/2149/10049/5696/444/64581/10550/8530/2597/7035/1992/834/7057/1509/3428/5045/5641/4898/6478"
"GO:0042116","macrophage activation",50,0.52225761562705,1.81042545831613,0.000800613409499941,0.0238135942034983,0.0212190318568405,924,"tags=42%, list=17%, signal=35%","4317/712/8291/1191/5321/3430/9111/22904/351/2214/3717/3684/120892/3459/8530/7096/7099/7057/7107/7305/199"
"GO:0042100","B cell proliferation",46,-0.491916987967534,-1.86082206864379,0.000811069058577604,0.0239390152135559,0.0213307878725511,536,"tags=39%, list=10%, signal=36%","4773/7037/596/6929/25/23228/84433/472/22806/202309/196/10125/115352/933/931/23495/51176/3575"
"GO:1903036","positive regulation of response to wounding",28,0.602213453544267,1.84995215834302,0.000874930796272283,0.0256267898114256,0.0228346743776004,772,"tags=43%, list=14%, signal=37%","10855/6915/196527/3480/3688/2039/2149/64581/4638/5747/7057/7494"
"GO:0010876","lipid localization",141,0.390074199612733,1.62835990587099,0.000889142826634331,0.0258457653469388,0.023029791873272,975,"tags=32%, list=18%, signal=27%","23780/1191/5321/8714/366/80830/1950/3690/5359/10257/23111/196527/654/81579/26020/6721/23762/23250/55004/27141/25921/55911/57605/10577/9885/1374/5660/2180/4833/23200/10079/58488/55207/5580/7057/55852/5045/80833/8760/10396/57655/57674/3069/706/27166"
"GO:0002183","cytoplasmic translational initiation",29,-0.564894295135247,-1.91384191518189,0.000904026000745043,0.0260808102620957,0.02323922794159,1024,"tags=48%, list=19%, signal=39%","1939/4686/8662/8667/1974/8665/1967/51386/8664/51441/27335/8893/22916/8562"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",31,0.57861459318437,1.82482036711792,0.00103944400942975,0.02954330862357,0.0263244767456361,560,"tags=39%, list=10%, signal=35%","90952/22920/8832/3688/6403/1432/5291/3684/27032/8763/91624/27020"
"GO:0006334","nucleosome assembly",72,0.466421850144118,1.72253472381066,0.00103393526393131,0.02954330862357,0.0263244767456361,895,"tags=31%, list=17%, signal=26%","8348/3009/8365/8352/8355/8358/8968/8342/8970/8349/8339/8345/23569/8341/8357/8346/64754/3014/3018/11177/8344/3020"
"GO:0043085","positive regulation of catalytic activity",287,0.330669550821558,1.50942017815078,0.00109283639686087,0.0308324504026113,0.0274731626703103,1133,"tags=29%, list=21%, signal=24%","6279/6280/22974/8743/6283/92154/9447/63967/6714/5721/1611/3690/5359/8555/30851/2146/10899/58484/9928/100133941/1026/5154/2643/3717/489/26585/3688/1432/6774/5920/2149/444/3684/6786/120892/5899/11315/6352/23531/64581/10681/10550/8754/10507/115704/2778/5660/7052/5747/5580/7099/6251/834/55803/7057/26037/1509/5111/3428/9628/7332/808/389/5641/3987/8853/3091/57186/23161/4217/27166/5341/6001/284/1436/5905/8654/57589/7421/23380/2934/896/3937"
"GO:0050776","regulation of immune response",450,0.304828672613324,1.43271184330549,0.00111954367968118,0.0313553948827496,0.0279391307845139,809,"tags=22%, list=15%, signal=20%","115362/710/2633/6279/2215/713/712/2634/6280/10622/6398/10673/26253/9447/1191/5321/6714/653361/3430/83666/92610/342510/9636/57590/5359/3105/3659/3106/9111/58484/2219/55122/100133941/10906/3133/80216/4332/3572/351/2212/2207/2214/6773/2533/3107/11118/4938/3717/54502/1845/11213/84243/3554/91543/2357/3916/1432/10875/4940/3127/79651/5663/11119/5074/3684/7706/84174/121665/11315/25921/6352/3500/64581/7292/7006/84166/3665/2778/1374/5795/7096/5747/150372/3718/5580/7099/89857/51043/57142/834/6737/7040/7494/10666/7525/3428/5045/3984/567"
"GO:0045089","positive regulation of innate immune response",192,0.359353870286895,1.56407050390455,0.00118316866779132,0.0328972331761979,0.0293129811821985,902,"tags=24%, list=17%, signal=21%","115362/6279/2634/6280/10622/26253/9447/6714/3430/83666/92610/57590/5359/3659/9111/58484/2219/55122/3133/80216/4332/351/4938/54502/11213/84243/91543/3916/4940/7706/25921/6352/64581/84166/3665/1374/7096/7099/57142/834/10666/3428/5610/10211/57724/7305"
"GO:1902107","positive regulation of leukocyte differentiation",96,-0.374834809848319,-1.63353246128189,0.00120628757788581,0.0330608959739134,0.0294588124283694,1265,"tags=36%, list=23%, signal=28%","7048/57521/64115/6597/864/6603/6599/3635/55274/57178/57492/55626/5591/5530/6598/3297/1385/54997/3122/10524/3398/114548/1540/6602/4976/399/10892/3707/9840/2309/7535/10125/399665/51176/3575"
"GO:1903708","positive regulation of hemopoiesis",96,-0.374834809848319,-1.63353246128189,0.00120628757788581,0.0330608959739134,0.0294588124283694,1265,"tags=36%, list=23%, signal=28%","7048/57521/64115/6597/864/6603/6599/3635/55274/57178/57492/55626/5591/5530/6598/3297/1385/54997/3122/10524/3398/114548/1540/6602/4976/399/10892/3707/9840/2309/7535/10125/399665/51176/3575"
"GO:0006873","intracellular monoatomic ion homeostasis",156,0.37041112078,1.56271735156466,0.00122197022545834,0.0332531897523663,0.029630155224253,1278,"tags=36%, list=24%, signal=28%","6279/6280/4502/3690/64924/63933/654/351/55858/5371/489/10539/90550/6548/3916/122416/2815/2495/2039/5291/2149/5663/10367/444/6786/120892/6352/27032/27020/9885/7052/9446/23312/51382/468/57190/6546/7040/8992/567/808/3091/25932/1729/23241/8804/7421/375/25998/4067/526/54583/30061/7531/7009/3709"
"GO:0009620","response to fungus",24,0.611917591452804,1.80454945054534,0.00127548377418494,0.034465008743293,0.0307099429099531,760,"tags=46%, list=14%, signal=40%","6279/6280/4353/6283/26253/351/23765/64581/2597/7099/7040"
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",16,-0.652833089483501,-1.85656012826609,0.00129265505930039,0.0346847375002489,0.0309057315613372,1658,"tags=88%, list=31%, signal=61%","65095/88745/8602/23160/57050/25879/27340/79954/9277/57647/161424/9790/55720/25983"
"GO:0006958","complement activation, classical pathway",12,0.736944233613944,1.84327224337504,0.00137520283431606,0.0366434255227133,0.0326510146627088,81,"tags=33%, list=1%, signal=33%","710/713/712/1191"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",11,0.764323969191519,1.87128130693653,0.00139513295083051,0.0369181043609425,0.0328957664195825,560,"tags=55%, list=10%, signal=49%","90952/8832/3688/5291/91624/27020"
"GO:0090303","positive regulation of wound healing",23,0.62578892134212,1.84147231067732,0.00153564074729602,0.0403579010094167,0.0359607869301909,772,"tags=48%, list=14%, signal=41%","10855/6915/196527/3688/2039/2149/64581/4638/5747/7057/7494"
"GO:0006820","monoatomic anion transport",26,0.605601956597452,1.83176629113745,0.00155825707903028,0.0403988676502647,0.0359972901329327,1665,"tags=77%, list=31%, signal=54%","8714/24145/10257/7439/196527/57101/55144/80727/56262/25932/9230/706/4363/1192/760/23507/7419/7417/7351/1207"
"GO:0006956","complement activation",17,0.661087105274588,1.78966201598821,0.00155162988362305,0.0403988676502647,0.0359972901329327,189,"tags=29%, list=3%, signal=28%","710/713/712/1191/2219"
"GO:0050778","positive regulation of immune response",367,0.307665006326518,1.42715622973022,0.0015699315919838,0.0404283726069921,0.0360235804363361,915,"tags=25%, list=17%, signal=22%","115362/710/2633/6279/713/712/2634/6280/10622/6398/10673/26253/9447/1191/5321/6714/3430/83666/92610/57590/5359/3105/3659/3106/9111/58484/2219/55122/3133/80216/4332/3572/351/2207/2533/3107/11118/4938/3717/54502/1845/11213/84243/3554/91543/2357/3916/4940/3127/5663/11119/5074/3684/7706/84174/121665/11315/25921/6352/3500/64581/7292/7006/84166/3665/1374/5795/7096/5747/150372/5580/7099/89857/57142/834/7040/7494/10666/7525/3428/3984/567/4179/5610/10211/4292/3514/57724/7305/54542"
"GO:0050819","negative regulation of coagulation",16,0.697585501721731,1.86703236023693,0.00160440065098717,0.0409542327243266,0.0364921465203387,750,"tags=50%, list=14%, signal=43%","710/5154/5592/5196/7035/239/5580/7057"
"GO:0002833","positive regulation of response to biotic stimulus",202,0.356163554798188,1.55451958055999,0.00161169902042567,0.0409542327243266,0.0364921465203387,721,"tags=20%, list=13%, signal=18%","115362/6279/2634/6280/10622/26253/9447/6714/3430/83666/92610/57590/5359/3659/9111/58484/2219/55122/3133/80216/4332/654/351/4938/54502/11213/84243/91543/3916/4940/7706/25921/6352/64581/84166/3665/1374/7096/7099/57142/834"
"GO:0030593","neutrophil chemotaxis",39,0.526507145231181,1.74044908971661,0.00164094309931132,0.0414230175793258,0.0369098558626257,616,"tags=28%, list=11%, signal=25%","6279/6280/6283/2207/83700/90550/5196/10059/3579/5197/23396"
"GO:0061045","negative regulation of wound healing",23,0.623660427511779,1.83520891687416,0.00170447233617246,0.0422155691023422,0.037616056525632,935,"tags=43%, list=17%, signal=36%","710/5154/5592/5196/22915/7035/239/5580/7057/90102"
"GO:1902459","positive regulation of stem cell population maintenance",30,-0.535857901009871,-1.83170389014943,0.00176035732509115,0.0422155691023422,0.037616056525632,1989,"tags=77%, list=37%, signal=49%","3065/23506/5928/65980/3621/5977/51742/8289/64426/5926/58516/6597/25942/6599/55274/9274/6598/5978/79595/25855/6602/84678/81606"
"GO:0061900","glial cell activation",25,0.607138300718137,1.79922044110765,0.00173630458693289,0.0422155691023422,0.037616056525632,602,"tags=40%, list=11%, signal=36%","4317/712/1191/351/3717/5663/3684/120892/3459/8530"
"GO:1990266","neutrophil migration",46,0.521763206428796,1.76699730823733,0.00174584138009431,0.0422155691023422,0.037616056525632,719,"tags=30%, list=13%, signal=27%","6279/6280/6283/2207/83700/90550/3554/5196/10059/3579/5197/23396/9948/57142"
"GO:0071216","cellular response to biotic stimulus",114,0.404827580344263,1.63564923036833,0.00171256452465461,0.0422155691023422,0.037616056525632,849,"tags=26%, list=16%, signal=23%","4317/115362/2634/6915/6714/114769/2635/22904/654/3717/84464/11213/840/1432/129607/51510/5196/64581/7292/5197/8754/7096/978/4793/7099/834/7494/3309/567/3032"
